Title,background,method,result,"background,method","background,result","method,result","method,result,background",isInfluential,TotalCitationCount,Year
A comparison of indexing techniques for Japanese text retrieval,0,0,0,0,0,0,0,0,2,1993
A user-centred evaluation of ranking algorithms for interactive query expansion,1,0,0,0,0,0,0,2,2,1993
Analysis of multiterm queries in a dynamic signature file organization,0,0,0,0,0,0,0,0,2,1993
Subtopic structuring for full-length document access,0,0,0,0,0,0,0,0,2,1993
A probabilistic relational model for the integration of IR and databases,0,1,0,0,0,0,0,0,1,1993
MURAX: a robust linguistic approach for question answering using an on-line encyclopedia,0,0,0,0,0,0,0,0,1,1993
Using statistical testing in the evaluation of retrieval experiments,0,0,0,0,0,0,0,0,1,1993
Probabilistic retrieval based on staged logistic regression,3,3,0,0,0,0,0,54,9,1992
Retrieval activities in a database consisting of heterogeneous collections of structured text,0,0,0,0,0,0,0,8,8,1992
Scatter/Gather: A Cluster-based Approach to Browsing Large Document Collections,0,8,0,0,0,0,0,0,8,1992
An analysis of vector space models based on computational geometry,0,0,0,0,0,0,0,0,6,1992
An incrementally extensible document retrieval system based on linguistic and logical principles,1,0,0,0,0,0,0,6,6,1992
An evaluation of phrasal and clustered representations on a text categorization task,0,0,0,0,0,0,0,0,5,1992
A system for retrieving speech documents,0,0,0,0,0,0,0,0,4,1992
Automating the assignment of submitted manuscripts to reviewers,0,0,0,0,0,0,0,0,4,1992
The dynamic HomeFinder: evaluating dynamic queries in a real-estate information exploration system,0,0,0,0,0,0,0,0,4,1992
Integration of probabilistic fact and text retrieval,0,3,0,0,0,0,0,0,3,1992
Experiments in automatic statistical thesaurus construction,0,0,0,0,0,0,0,0,2,1992
Parameterised compression for sparse bitmaps,0,2,0,0,0,0,0,0,2,1992
Developing a theory to guide the process of designing information retrieval systems,0,0,0,0,0,0,0,0,1,1992
N-Poisson document modelling,1,0,0,0,0,0,0,0,1,1992
Term position ranking: some new test results,0,0,0,0,0,0,0,0,1,1992
Towards a probabilistic modal logic for semantic-based information retrieval,0,0,0,0,0,0,0,0,1,1992
Use of syntactic context to produce term association lists for text retrieval,0,0,0,0,0,0,0,0,1,1992
Addressing the requirements of a dynamic corporate textual information base,0,0,0,0,0,0,0,0,15,1991
The use of phrases and structured queries in information retrieval,9,0,0,0,0,0,0,0,15,1991
"Integrating query thesaurus, and documents through a common visual representation",3,0,0,0,0,0,0,0,9,1991
A self-organizing semantic map for information retrieval,0,0,0,0,0,0,0,0,6,1991
A two-level hypertext retrieval model for legal data,0,0,0,0,0,0,0,0,6,1991
An object-oriented modeling of the history of optimal retrievals,0,3,0,0,0,0,0,0,6,1991
On the allocation of documents in multiprocessor information retrieval systems,0,0,0,0,0,0,0,0,6,1991
A hybrid bilevel image decode algorithm for group 4 FAX,0,0,0,0,0,0,0,0,2,1991
Combining model-oriented and description-oriented approaches for probabilistic indexing,2,0,0,0,0,0,0,0,2,1991
Creating segmented databases from free text for text retrieval,0,0,0,0,0,0,0,0,2,1991
Generative models for bitmap sets with compression applications: (extended abstract),0,0,0,0,0,0,0,0,2,1991
"Preference structure, inference and set-oriented retrieval",0,0,0,0,0,0,0,0,2,1991
Retrieval performance in Ferret a conceptual information retrieval system,1,1,0,0,0,0,0,0,2,1991
Distributed representations in a text based information retrieval system: a new way of using the vector space model,0,1,0,0,0,0,0,0,1,1991
Posting compression in dynamic retrieval environments,0,0,0,0,0,0,0,0,1,1991
Some inconsistencies and misnomers in probabilistic information retrieval,1,0,0,0,0,0,0,0,1,1991
Probabilistic document indexing from relevance feedback data,0,0,0,2,0,0,0,0,12,1989
Storing text retrieval systems on CD-ROM: compression and encryption considerations,0,0,0,0,0,0,0,0,12,1989
Term clustering of syntactic phrases,0,0,0,0,0,0,0,0,12,1989
Design of a browsing interface for information retrieval,0,0,0,0,0,0,0,0,9,1989
EXPRESS: an experimental interface for factual information retrieval,0,0,0,0,0,0,0,0,8,1989
Inference Networks for Document Retrieval,0,0,0,0,0,0,0,0,8,1989
Construction of optimal graphs for bit-vector compression,0,0,0,0,0,0,0,0,6,1989
The automatic generation of extended queries,0,0,0,0,0,0,0,0,6,1989
A new approach to text searching,4,0,0,0,0,0,0,0,4,1989
In search of knowledge-based search tactics,0,0,0,0,0,0,0,0,4,1989
Optimum polynomial retrieval functions,0,0,0,0,0,0,0,0,4,1989
Retrieval system evaluation using recall and precision: problems and answers,0,0,0,0,0,0,0,0,3,1989
A dynamic signature technique for multimedia databases,0,0,0,0,0,0,0,0,2,1989
A neural network for probabilistic information retrieval,1,0,0,0,0,0,0,0,2,1989
Construction of a dynamic Thesaurus and its use for associated information retrieval,0,0,0,0,0,0,0,0,2,1989
Determining the functionality features of an intelligent interface to an information retrieval system,0,0,0,0,0,0,0,0,2,1989
Evaluation of an expert system for searching in full text,0,0,0,0,0,0,0,0,2,1989
Experiments with query acquisition and use in document retrieval systems,0,0,0,0,0,0,0,0,2,1989
Indexing medical reports in a multimedia environment: the RIME experimental approach,0,0,0,0,0,0,0,0,2,1989
Adaptive Information Retrieval: Using a Connectionist Representation to Retrieve and Learn About Documents,0,0,0,0,0,0,0,0,1,1989
Information retrieval and software reuse,0,0,0,0,0,0,0,0,1,1989
On the interrelationship of dictionary size and completeness,0,0,0,0,0,0,0,0,1,1989
Partitioned posting files: a parallel inverted file structure for information retrieval,0,0,0,0,0,0,0,0,1,1989
Two learning schemes in information retrieval,0,0,0,0,0,0,0,0,8,1988
"ALLOY: an amalgamation of expert, linguistic and statistical indexing methods",0,3,0,0,0,0,0,0,6,1988
Coefficients of combining concept classes in a collection,0,0,0,0,0,0,0,0,6,1988
Optimum probability estimation based on expectations,0,0,0,0,0,0,0,0,6,1988
Retrieving documents by plausible inference: a priliminary study,0,3,0,0,0,0,0,0,6,1988
"Knowledge representation, connectionism and conceptual retrieval",0,0,0,0,0,0,0,0,4,1988
Compression of concordances in full-text retrieval systems,0,0,0,0,0,0,0,0,3,1988
IR-NLI II: applying man-machine interaction and artificial intelligence conceptsto information retrieval,0,0,0,0,0,0,0,0,3,1988
Linear structure in information retrieval,0,0,0,0,0,0,0,0,3,1988
Some measures and procedures for evaluation of the user interface in an information retrieval system,0,2,0,0,0,0,0,0,2,1988
The document management component of a multimedia data model,0,0,0,0,0,0,0,0,2,1988
Conceptual representation for knowledge bases and << intelligent >> information retrieval systems,0,0,0,0,0,0,0,0,1,1988
"Development of a large, concept-oriented database for information retrieval",0,0,0,0,0,0,0,0,1,1988
Rough sets and information retrieval,1,0,0,0,0,0,0,0,1,1988
A dynamic cluster maintenance system for information retrieval,0,0,0,0,0,0,0,0,4,1987
An approach to natural language for document retrieval,0,0,0,0,0,0,0,0,4,1987
Conceptual information retrieval using RUBRIC,0,0,4,0,0,0,0,0,4,1987
Improved techniques for processing queries in full-text systems,0,0,0,0,0,0,0,0,4,1987
Probabilistic search term weighting - some negative results,0,0,0,0,0,2,0,0,4,1987
A statistical similarity measure,0,0,0,0,0,0,0,0,2,1987
Adaptive linear information retrieval models,2,0,0,0,0,0,0,0,2,1987
Data cashing in IR systems,0,0,0,0,0,0,0,0,2,1987
File organizations & incrementally specified queries,0,0,0,0,0,0,0,0,2,1987
Optimal determination of user-oriented clusters,2,0,0,0,0,0,0,0,2,1987
IOTA: a full text information retrieval system,0,0,0,0,0,0,0,0,4,1986
Performance of self-taught documents: exploiting co-relevance structure in a document collection,0,1,0,0,0,0,0,0,2,1986
The efficiency of inverted index and cluster searches,0,0,0,0,0,0,0,0,1,1986
User-specified domain knowledge for document retrieval,0,0,0,0,0,0,0,0,1,1986
The LIVE-project: retrieval experiments based on evaluation viewpoints,0,0,0,0,0,0,0,0,5,1985
A study of the relationship between user profiles and user queries,3,0,0,0,0,0,0,0,3,1985
Concepts of the cover coefficient-based clustering methodology,0,0,0,0,0,0,0,0,2,1985
Composite document extended retrieval: an overview,0,0,0,0,0,0,0,0,1,1985
The user's mental model of an information retrieval system,0,0,0,0,0,0,0,0,1,1983
Incorporating Different Search Models into One Document Retrieval System,0,0,0,0,0,0,0,0,1,1981
Representation Issues in Information Retrieval System Design,0,0,0,0,0,0,0,0,1,1981
